SK_ID_CURR,TARGET
100001,0.06505115350365902
100005,0.12640086286207214
100013,0.08123883481753803
100028,0.06150936361445506
100038,0.12830764326246147
100042,0.055893562654302634
100057,0.08303505659957819
100065,0.12547014945404755
100066,0.050359062441853036
100067,0.10329456967704856
100074,0.06324561358749245
100090,0.11512749959390192
100091,0.11715822104511232
100092,0.09810110738049084
100106,0.15582105555336906
100107,0.11181272003296594
100109,0.09856982364431137
100117,0.07621643925456385
100128,0.07349350185004867
100141,0.08792808085047804
100150,0.07549698001080193
100168,0.06499484686526816
100169,0.044324958226132305
100170,0.0869033909188971
100171,0.09982796639888074
100172,0.12153726652090682
100184,0.07391717210447457
100187,0.061739081507788805
100212,0.0858074148660924
100222,0.08476303380360352
100223,0.06309495139766644
100232,0.07324641756621232
100241,0.14118941603018176
100245,0.07944665703269002
100253,0.06144341107720482
100256,0.09450552250060656
100271,0.0548331904729737
100278,0.10646984965464196
100280,0.07066897821557806
100306,0.15388845599462248
100311,0.10708583173122707
100312,0.06354206411778854
100330,0.07495907404325683
100331,0.08947734436037078
100352,0.09284457873378961
100358,0.09300646295957912
100367,0.08562889481562194
100382,0.08528106471159601
100384,0.07421528114337475
100385,0.11568043013464611
100386,0.09037798935695139
100399,0.07180169163277561
100404,0.0692637614287725
100416,0.07177980818878776
100422,0.12102744691321068
100426,0.0794346542050855
100438,0.06845415904714296
100444,0.11472582332051408
100445,0.1233875237686789
100446,0.11718791412933047
100447,0.06484685933662426
100450,0.07368489794081402
100466,0.08577776882932897
100483,0.0728852833188856
100484,0.052560838077373655
100494,0.08403868913148665
100510,0.12550612364273964
100512,0.05955091684647275
100517,0.06955169980080025
100548,0.05836370540743317
100551,0.07007066447882386
100552,0.1256188788202177
100553,0.08592070699338525
100561,0.09290545248633332
100568,0.12349820383732116
100569,0.06932599505218803
100591,0.09532500450649682
100592,0.04786700047993434
100602,0.10761530978210726
100607,0.07915733752121476
100613,0.08342402592094028
100617,0.07819070190652501
100618,0.09140864410334726
100622,0.16354194746655262
100625,0.12431263176237188
100677,0.08352778474211342
100699,0.07670660572911973
100702,0.13677986299869788
100711,0.08414673212557176
100729,0.13700498689615478
100740,0.1181603328716477
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221778
100751,0.1110557246368185
100752,0.08554727492674787
100753,0.1457135959780992
100754,0.0958495606319628
100760,0.10778869724450363
100762,0.09414765932663514
100763,0.07689646213231549
100765,0.07605647559910432
100770,0.10165115911132191
100772,0.08600916255940484
100777,0.08513413574717511
100791,0.06889436622965486
100792,0.059476581662872785
100797,0.08817675375476747
100823,0.09451281696192225
100826,0.09202204145795945
100830,0.06687916893389168
100836,0.13168645541781854
100872,0.08325691765578369
100910,0.08810221959395813
100913,0.05843467780953753
100918,0.07937864673538476
100931,0.05514747184902414
100952,0.11949028480529335
100953,0.10172954239413715
100965,0.10498516324440446
100970,0.081258074087197
100982,0.12076705043209846
100983,0.08480641018997764
100984,0.06855209535901988
100987,0.1151038333670754
100997,0.09121567065736026
100998,0.13140932190681165
101002,0.0974658315335629
101005,0.13453438709951482
101008,0.1205359339427793
101020,0.0944068816820664
101021,0.09105592060098774
101024,0.09414318667965509
101025,0.1271110342296225
101026,0.09416244449873672
101031,0.08579609370327182
101041,0.05721681798444154
101051,0.06411509120527614
101055,0.08877760222898101
101056,0.13112088317061943
101057,0.10187608479978899
101064,0.07281106654750832
101079,0.07948754488696329
101087,0.08834801209149978
101090,0.06424746086440272
101092,0.09062466161434943
101097,0.09630861490977712
101099,0.055576930520801475
101107,0.0894892529233684
101118,0.09101263913059848
101125,0.09791544727678902
101126,0.08149108478468305
101128,0.09538579307817163
101136,0.1299700896699042
101140,0.10720188790181291
101149,0.07461143447731632
101160,0.08020977113151724
101169,0.11390470408143116
101181,0.07426691984170439
101186,0.05765661341740579
101190,0.09935317534686075
101193,0.11827633062849448
101194,0.08977073088165735
101198,0.09753728988346816
101200,0.07655872406535712
101204,0.09941226420334154
101211,0.08185972107005533
101213,0.0838107617308955
101223,0.07259101388072683
101225,0.09344779613202275
101237,0.07531944108282407
101243,0.07945522275754172
101244,0.10902938959099727
101258,0.06844657332981628
101259,0.15467265681652972
101268,0.10278010414570832
101269,0.06505812947658034
101271,0.1122744301962909
101279,0.07017851485663784
101281,0.08675545030959664
101287,0.07470331555638916
101292,0.09197170296561245
101294,0.07760337849291882
101296,0.0664876760110272
101297,0.08110229421754483
101299,0.06148473392716912
101301,0.0760256022284799
101305,0.07619891274800916
101308,0.068273676380081
101318,0.05586963792807132
101327,0.11159211858804324
101329,0.10362561142012632
101332,0.06396691855061877
101337,0.09168784393150166
101343,0.06388734144858885
101345,0.08158181306324622
101346,0.08891070555660709
101353,0.053288496190473905
101354,0.11075568545317833
101355,0.09436582916170352
101356,0.05658809081128681
101362,0.11095251812528797
101363,0.12558045767131004
101365,0.07995412028656314
101366,0.09505243984275778
101367,0.12163139249713469
101368,0.055688458735560796
101374,0.12436709999028168
101380,0.06018063163657515
101383,0.06512768652959441
101398,0.05287841078254091
101399,0.13350063675648993
101401,0.09513324466099017
101412,0.10100610108262877
101426,0.10497692887101154
101427,0.1424398212995131
101428,0.1016103678756798
101429,0.09574422878772056
101434,0.06867664445817599
101440,0.09161461578235235
101448,0.09507097994165097
101449,0.07985483516461525
101465,0.07580329546110769
101467,0.06605088216865987
101472,0.14702855123881356
101478,0.08041520275221406
101497,0.08472821055468172
101504,0.06458279545356031
101547,0.08596212803680243
